;	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99	100	101	102	103	104	105	106	107	108	109	110	111	112	113	114	115	116	117	118	119	120	121	122	123	124	125	126	127	128	129	130	131	132	133	134	135	136	137	138	139	140	141	142	143	144	145	146	147	148	149	150	151	152
At1g20330-2	A	A	A	A	B	A	A	A	B	B	B	A	A	B	A	B	B	B	A	A	B	B	B	A	A	A	A	B	B	A	B	B	B	A	B	B	B	A	A	B	B	A	B	A	A	B	B	B	A	A	A	B	A	A	A	B	A	A	A	A	A	B	B	A	A	B	A	A	A	B	A	A	A	B	B	A	A	B	A	B	A	B	A	B	A	B	B	B	A	B	A	B	A	A	A	A	A	B	A	B	A	A	A	B	A	A	A	B	B	A	B	A	A	A	A	A	B	A	A	A	A	A	A	A	A	A	B	A	A	B	A	A	B	A	A	A	A	A	B	A	B	B	A	A	B	A	B	B	A	A	B	B
At1g20540-6	A	A	A	A	B	A	A	A	B	B	B	A	A	B	A	B	B	B	A	A	B	B	B	A	B	A	A	B	B	A	B	B	B	A	B	B	B	A	A	B	B	A	B	A	A	B	B	B	A	A	A	B	A	A	A	B	A	A	A	A	A	B	B	A	A	B	A	A	A	B	A	A	B	B	B	A	A	B	A	B	A	B	A	B	A	B	B	B	A	B	B	B	A	A	A	A	A	B	A	B	A	A	A	B	A	A	A	B	B	A	B	A	A	A	A	A	B	A	A	A	A	A	A	A	A	A	B	A	A	B	A	A	B	A	A	A	A	A	B	A	B	B	A	A	B	A	B	B	A	A	B	B
At1g20696-4	A	A	A	A	B	A	A	A	B	B	B	A	A	B	A	B	B	B	A	A	B	B	B	A	B	A	A	B	B	A	B	B	B	A	B	B	B	A	A	B	B	A	B	A	A	B	B	B	A	A	A	B	A	A	A	B	A	A	A	A	A	B	B	A	B	B	A	A	A	B	A	A	B	B	B	A	A	B	A	B	A	B	A	B	A	B	B	B	A	B	B	B	A	A	A	A	A	B	A	B	A	A	A	B	A	A	A	B	B	A	B	A	A	A	A	A	B	A	A	A	A	A	A	A	A	A	B	A	A	B	A	A	B	A	A	A	A	A	B	A	B	B	A	A	B	A	B	B	A	A	B	B
MSAT1.10	A	A	A	A	B	A	A	A	B	B	B	A	A	B	A	B	B	B	A	A	B	B	B	A	B	A	A	B	B	A	B	B	B	A	-	B	B	A	A	B	B	A	B	A	A	B	B	B	A	A	A	B	A	A	A	B	A	A	A	A	A	B	B	A	-	B	A	A	A	B	A	A	-	B	B	A	A	B	A	B	A	B	A	B	A	B	B	B	A	B	A	B	A	A	A	A	A	B	A	B	A	A	A	B	A	A	A	B	B	A	B	A	A	A	A	A	B	A	A	A	A	A	A	A	A	A	B	A	A	B	A	A	B	A	A	A	A	A	B	A	B	B	A	A	B	A	B	B	A	A	B	B
At1g21250-10	A	A	A	A	B	A	A	A	B	B	B	A	A	B	A	B	B	B	A	A	B	B	B	A	B	A	A	B	B	A	-	B	B	A	B	B	-	A	A	B	A	A	B	A	A	B	-	A	A	A	A	B	A	A	A	B	A	A	A	A	A	B	B	A	A	B	A	A	A	B	A	A	B	B	B	A	A	B	A	B	A	B	A	A	A	B	B	B	A	B	B	B	A	A	A	A	A	B	A	B	A	A	A	B	A	A	A	B	B	A	B	A	A	A	A	A	B	A	A	A	A	A	-	A	A	A	B	A	A	B	A	A	B	A	A	A	A	A	B	A	B	B	A	A	B	A	B	B	A	A	B	B
At1g21500-7	A	A	A	A	B	A	A	A	B	B	B	A	A	B	A	B	B	B	A	A	B	B	B	A	B	A	A	B	B	A	B	B	B	A	B	B	B	A	A	B	A	A	B	A	A	B	B	A	A	A	A	B	A	A	A	B	A	A	A	A	A	B	B	A	B	B	A	A	A	B	A	A	B	B	B	A	A	B	A	B	A	B	A	A	A	B	B	B	A	B	B	B	A	A	A	A	A	B	A	B	A	A	A	B	A	A	A	B	B	A	B	A	A	A	A	A	B	A	A	A	B	A	B	A	A	A	B	A	A	B	A	A	B	A	A	A	A	A	B	A	B	B	A	A	B	A	B	B	A	A	B	B
At1g21770-8	A	A	A	A	B	A	A	A	B	B	B	A	A	B	A	B	B	B	A	A	B	B	B	A	B	A	A	B	A	A	B	B	B	A	B	B	B	A	A	B	A	A	B	A	A	B	B	A	A	A	B	B	A	A	A	B	A	A	A	A	A	B	B	A	B	B	A	A	A	B	A	A	B	B	B	A	A	B	A	B	A	B	A	A	A	B	B	B	A	B	B	B	A	A	A	A	A	B	A	B	A	A	A	B	A	A	A	B	B	A	B	A	A	A	A	A	B	A	A	A	B	A	B	A	A	A	B	A	A	B	A	A	B	A	A	A	A	A	B	A	B	B	A	A	B	A	B	B	A	A	B	B
At1g22410-5	A	A	A	A	B	A	A	A	B	A	B	A	A	B	A	B	B	B	A	A	B	B	B	A	B	A	A	B	A	A	A	B	B	A	B	B	B	A	A	B	B	A	B	A	A	B	B	A	A	A	B	B	A	A	A	B	A	A	A	A	A	B	B	A	B	B	A	A	A	B	A	A	B	B	B	A	A	B	A	B	A	B	A	A	A	B	B	B	A	B	A	B	A	A	A	A	A	B	A	B	A	A	A	B	A	A	A	B	B	A	B	A	A	A	A	A	B	B	A	A	B	A	B	A	A	A	B	A	A	B	A	A	B	A	A	A	A	A	B	A	B	B	A	A	B	A	B	B	A	A	B	B
At1g22430-9	A	A	A	A	B	A	A	A	B	A	B	A	A	B	A	B	B	B	A	A	B	B	B	A	B	A	A	B	A	A	A	B	B	A	B	B	B	A	A	B	B	A	B	A	A	B	B	A	A	A	B	B	A	A	A	B	A	A	A	A	A	B	B	A	A	B	A	A	A	B	A	A	B	B	B	A	A	B	A	B	A	B	A	A	A	B	B	B	A	B	A	B	A	A	A	A	A	B	A	B	A	A	A	B	A	A	A	B	B	A	B	A	A	A	A	A	B	B	A	A	B	A	B	A	A	A	B	A	A	B	A	A	B	A	A	A	A	A	B	A	B	B	-	A	B	A	B	B	A	A	B	B
At1g22450-1	A	A	A	A	B	A	A	A	B	A	B	A	A	B	A	B	B	B	A	A	B	B	B	A	B	A	B	B	A	A	A	B	B	A	B	B	B	A	A	B	B	A	B	A	A	B	B	A	A	A	B	B	A	A	A	B	A	A	A	A	A	B	B	A	A	B	A	A	A	B	A	A	B	B	B	A	A	B	A	B	A	B	A	A	A	B	B	B	A	B	A	B	A	A	A	A	A	B	A	B	A	A	A	B	A	A	A	B	B	A	B	A	A	A	A	A	B	B	A	A	B	A	B	A	A	A	B	A	A	B	A	A	B	A	A	A	A	A	B	A	B	B	A	A	B	A	B	B	A	A	B	B
At1g22630-9	A	A	A	A	B	A	A	A	B	A	B	A	A	B	A	B	B	B	A	A	B	B	B	A	B	A	B	B	A	A	A	B	B	A	B	B	B	A	A	B	B	A	B	A	A	B	B	A	B	A	B	B	A	B	A	B	A	A	A	A	A	B	B	A	B	B	A	A	A	B	A	A	B	B	B	A	A	B	A	B	A	B	A	A	A	B	B	B	A	B	A	B	A	A	A	A	A	B	A	B	A	A	A	B	A	A	A	B	B	A	B	A	A	A	A	A	A	B	A	A	B	A	B	A	A	A	B	A	A	B	A	A	B	A	A	A	A	A	B	A	B	B	A	A	B	A	B	B	A	A	B	B
At1g23080-6	A	A	A	A	B	A	A	A	B	A	B	A	A	B	A	B	B	B	A	A	B	B	B	A	B	A	B	B	A	A	A	B	B	A	B	B	B	A	B	B	B	A	B	A	A	B	B	A	B	A	B	B	A	B	A	B	A	A	A	A	A	B	B	A	B	B	A	A	A	B	A	A	B	B	B	A	A	A	A	B	A	B	A	A	A	B	B	B	A	B	A	B	A	A	A	A	A	B	A	B	A	A	A	B	A	A	A	B	B	A	B	A	A	A	B	B	A	B	A	A	B	A	B	A	A	A	B	A	A	B	A	A	B	A	A	A	A	A	B	A	B	B	A	A	B	A	B	B	A	A	B	B
At1g23950-11	A	A	A	A	B	A	A	B	B	A	B	A	A	B	A	B	B	B	A	A	B	A	B	A	B	A	B	B	A	A	A	B	B	A	B	B	B	A	B	B	B	A	B	A	A	B	B	A	B	A	B	B	A	B	A	B	A	A	A	A	A	B	B	A	B	B	A	A	A	B	A	A	B	B	B	A	A	A	A	B	A	B	A	A	A	B	B	B	A	B	A	B	A	A	A	A	A	B	A	B	A	A	A	B	A	A	A	B	B	A	B	A	A	A	A	B	A	B	A	A	B	A	B	A	A	A	B	A	A	B	A	A	B	A	A	A	A	A	B	A	B	B	A	A	B	A	B	B	A	A	B	B
At1g24100-2	A	A	A	A	B	A	A	B	B	A	B	A	A	B	A	B	B	B	A	A	B	A	B	A	B	A	A	B	A	A	A	B	B	A	B	B	B	A	B	B	B	A	B	A	A	B	B	A	B	A	B	B	A	B	A	B	A	A	A	A	A	B	B	A	B	B	A	A	A	B	A	A	B	B	B	A	A	A	A	B	A	B	A	A	A	B	B	B	A	B	A	B	A	A	A	A	A	B	A	B	A	A	A	B	A	A	A	B	B	A	B	A	A	A	A	B	A	B	A	A	B	A	B	A	A	A	B	A	A	B	A	A	B	A	A	A	A	B	B	A	B	B	A	A	B	A	B	B	A	A	B	B
At1g25275-3	A	A	A	A	B	A	A	B	B	A	B	A	A	B	B	B	B	B	A	A	B	B	B	A	B	A	A	B	A	A	A	B	B	A	B	B	B	A	B	B	B	A	B	A	A	B	B	A	B	A	B	B	A	B	A	B	A	A	A	A	A	B	B	A	B	B	A	B	A	B	A	A	B	B	B	A	A	A	A	B	A	B	A	A	A	B	B	B	A	B	A	B	A	A	A	A	A	A	A	B	A	A	A	B	A	A	A	B	B	A	B	A	A	A	A	B	A	B	A	A	B	A	B	A	A	A	B	A	A	B	A	A	B	A	A	A	A	B	B	A	B	B	A	A	B	A	B	B	A	A	B	B
At1g25560-4	A	A	A	A	B	A	A	B	B	A	B	A	A	B	B	B	B	B	A	A	B	-	B	A	B	A	A	B	A	A	A	B	B	A	B	B	B	A	B	A	B	A	B	A	A	B	B	A	B	A	B	B	A	B	A	B	A	A	A	A	A	B	B	A	B	B	A	B	A	B	A	A	B	B	B	A	A	A	A	B	A	B	A	A	A	B	B	B	A	B	A	B	A	A	A	A	A	A	B	B	A	A	A	B	A	A	A	B	B	A	B	A	A	A	A	B	A	B	A	A	B	A	B	A	A	A	B	A	A	B	A	A	B	A	A	A	A	B	B	A	B	B	A	A	B	A	B	B	A	A	B	B
At1g26670-10	A	A	A	A	B	A	A	B	A	B	B	A	A	B	B	B	B	B	A	A	B	A	B	A	B	A	A	B	A	A	A	B	B	A	B	B	B	A	B	B	B	A	B	B	A	B	B	A	B	A	B	B	A	B	A	B	A	A	A	A	A	B	B	A	B	B	A	B	A	B	A	A	B	B	B	A	A	A	A	B	A	B	A	A	A	B	B	B	A	B	A	B	A	A	A	A	A	A	B	B	A	A	A	B	A	A	A	B	B	A	B	A	A	A	A	B	B	B	A	A	B	A	B	A	A	A	B	A	A	B	A	A	B	A	A	A	A	B	B	A	B	B	A	A	B	A	B	B	A	A	B	B
At1g27000-1	A	A	A	A	B	A	A	B	A	A	B	A	A	B	B	B	B	B	A	A	B	A	B	A	B	A	A	B	A	A	A	B	B	A	B	B	B	A	B	B	B	A	B	B	A	B	B	A	B	A	B	B	A	B	A	B	A	A	A	A	A	B	B	A	B	B	A	B	A	B	A	A	B	B	B	A	A	A	A	B	A	B	A	A	A	B	B	B	A	B	A	B	A	A	A	A	A	A	B	B	A	A	A	B	A	A	A	B	B	A	B	A	A	A	A	B	B	B	A	A	B	A	B	A	A	A	B	A	A	B	A	A	B	A	A	A	A	A	B	A	B	B	A	A	B	A	B	B	A	A	B	B
At1g27385-11	A	A	A	A	B	A	A	B	A	B	B	A	A	B	B	B	B	B	A	A	B	A	B	A	B	A	A	B	A	A	A	B	B	A	B	B	B	A	B	B	B	A	B	B	A	B	B	A	B	A	A	B	A	B	A	B	A	A	A	A	A	B	B	A	B	B	A	B	A	B	A	A	B	B	B	A	A	A	A	B	B	B	A	A	A	B	B	B	A	B	B	B	A	A	A	B	A	A	B	B	A	A	A	B	A	A	A	B	B	A	B	A	A	A	A	B	B	B	A	A	B	A	B	A	A	A	B	A	A	B	A	A	B	A	A	A	A	A	B	A	B	B	A	A	B	A	B	B	A	A	B	B
NGA248	A	A	A	A	B	A	-	B	A	-	B	A	A	B	B	B	B	B	A	A	B	-	B	A	B	A	A	B	A	A	A	B	B	A	-	B	B	A	B	B	B	A	B	B	A	B	B	A	B	A	A	B	A	B	A	B	A	A	A	A	A	B	B	A	B	B	A	B	A	B	A	A	B	B	B	A	A	A	A	B	B	B	A	A	A	B	B	B	A	B	B	B	-	A	A	B	A	A	B	B	A	A	A	B	A	A	A	B	B	A	B	-	A	A	A	B	B	B	A	A	B	A	B	A	A	A	B	A	A	B	A	A	B	A	A	A	A	A	B	A	B	B	A	A	B	A	B	-	A	A	B	B
At1g28395-1	A	A	A	A	B	A	A	B	A	B	B	A	A	B	B	B	B	B	A	A	B	A	B	A	B	A	A	B	A	A	A	B	B	A	B	B	B	A	B	B	B	A	B	B	A	B	B	A	B	A	A	B	A	B	A	B	A	A	-	A	A	A	B	A	B	B	A	B	A	B	A	A	B	B	B	A	A	A	A	B	B	B	A	A	A	B	B	B	A	B	B	B	A	A	A	B	A	A	B	B	A	A	A	B	A	A	A	B	B	A	B	A	A	A	A	B	B	B	A	A	B	A	B	A	A	A	B	A	A	B	A	A	B	A	A	A	A	A	B	A	B	B	A	A	B	A	B	B	A	A	B	B
At1g28600-3	A	A	A	A	B	A	A	B	A	B	B	A	A	B	B	B	B	B	A	A	B	A	B	A	B	A	A	B	A	A	A	B	B	A	B	B	B	A	B	B	B	A	B	B	A	B	B	A	B	A	A	B	A	B	A	B	A	A	A	A	A	A	B	A	B	B	A	B	A	B	A	A	B	B	B	A	A	A	A	B	B	B	A	A	A	B	B	B	A	B	B	B	A	A	A	B	A	A	B	B	A	A	A	B	A	A	A	B	B	A	B	A	A	A	B	B	B	B	A	A	B	A	B	A	A	A	B	A	A	B	A	A	B	A	A	A	A	A	B	A	B	B	A	A	B	A	B	B	A	A	B	B
At1g30260-4	A	A	A	A	B	A	B	B	A	B	B	A	A	B	B	B	B	B	A	A	B	A	B	A	B	A	A	B	A	A	A	B	B	B	B	B	B	A	B	B	B	A	B	B	A	B	B	A	B	A	A	B	A	B	A	B	A	A	A	A	A	A	B	A	B	B	A	B	A	B	A	A	B	B	B	A	A	A	A	B	B	B	A	A	A	B	B	B	A	B	B	B	A	A	A	B	A	A	B	B	A	A	A	B	A	A	A	A	B	A	B	A	A	B	B	B	B	B	A	A	B	A	B	A	A	A	B	A	A	B	A	B	B	A	A	A	A	A	B	A	B	B	A	A	B	A	B	B	A	A	B	B
At1g30380-6	A	A	A	A	B	A	B	B	A	B	B	A	A	B	B	B	A	B	A	A	B	A	B	A	B	A	A	B	A	A	A	B	B	B	B	B	B	A	B	B	B	B	B	B	A	B	B	A	B	A	A	B	A	B	A	B	A	A	A	A	A	A	B	A	B	B	A	B	A	B	A	A	B	B	B	A	A	A	A	B	B	B	A	A	A	B	B	B	A	B	B	B	A	A	A	B	A	A	B	B	A	A	A	B	A	A	A	A	B	A	B	A	A	B	B	B	B	B	A	A	B	A	B	A	A	A	B	A	A	B	A	B	B	A	A	A	A	A	B	A	B	B	A	A	B	A	B	B	A	A	B	B
At1g31300-1	A	A	A	A	B	A	B	B	A	B	B	A	A	B	B	B	A	-	A	B	B	A	B	A	A	A	A	B	A	A	A	B	B	B	B	B	B	A	B	B	B	B	B	B	A	B	B	A	B	A	A	B	A	B	A	B	A	A	A	A	A	A	B	A	B	B	A	B	B	B	A	A	B	B	B	A	A	A	A	B	B	B	B	A	A	B	B	A	A	B	B	B	A	A	A	B	A	A	B	B	B	A	A	B	B	A	A	A	B	A	B	A	A	B	B	B	B	B	A	A	B	A	B	A	A	A	B	A	A	B	A	B	B	A	A	A	B	A	B	A	B	B	B	A	B	A	B	B	A	A	B	B
At1g31420-2	A	A	A	A	B	A	B	B	A	B	B	A	A	B	B	B	A	B	A	B	B	A	B	A	A	A	A	B	A	A	A	B	B	B	B	B	-	A	B	B	B	B	B	B	A	B	-	A	B	A	A	B	A	B	A	B	A	A	A	A	A	A	B	A	B	B	A	B	B	B	A	A	B	B	B	A	A	A	A	B	B	B	B	A	A	B	B	A	A	B	B	B	A	A	B	B	A	A	B	B	B	A	A	B	B	A	A	A	B	A	B	A	A	B	B	B	B	B	A	A	B	A	B	A	A	A	B	A	A	B	A	B	B	A	A	A	B	A	B	A	B	B	B	A	B	A	B	B	A	A	B	B
At1g31580-11	A	A	A	A	B	A	B	B	A	B	B	A	A	B	B	B	A	A	A	B	B	A	B	A	A	A	A	B	A	A	A	B	B	B	B	B	B	A	B	B	B	B	B	B	A	B	B	A	B	A	A	B	A	B	A	B	A	A	A	A	A	A	B	A	B	B	A	B	B	B	A	A	B	B	B	A	A	A	A	B	B	B	B	A	A	B	B	A	A	B	B	B	A	A	B	B	A	A	B	B	B	A	A	B	B	A	A	A	B	A	B	A	A	B	B	B	B	B	A	A	B	A	B	A	A	A	B	A	A	B	A	B	B	A	A	A	B	A	B	A	B	B	B	A	B	A	B	B	A	A	B	B
At1g31860-9	A	A	A	A	B	A	B	B	A	B	B	A	A	B	B	B	A	B	A	B	B	A	B	A	A	A	A	B	A	A	A	B	B	B	B	B	B	A	B	B	B	B	B	B	A	B	B	A	B	A	A	B	A	B	A	B	A	A	A	A	A	A	B	A	B	B	A	B	B	B	A	A	B	B	B	A	A	A	A	B	B	B	B	A	A	B	B	A	A	B	B	B	A	A	B	B	A	A	B	B	B	A	A	B	B	A	A	A	B	A	B	A	A	B	B	B	B	B	A	A	B	A	B	A	A	A	B	A	A	B	A	B	B	A	A	A	B	A	B	A	B	B	B	A	-	A	B	B	A	A	B	B
At1g32410-9	A	A	A	A	B	A	B	B	A	B	B	A	A	B	B	B	A	B	A	B	B	A	B	A	A	A	A	B	A	A	A	B	B	B	B	B	B	A	B	B	B	B	B	B	A	B	B	A	B	A	A	B	A	B	A	B	A	A	A	A	A	A	B	A	B	B	A	B	B	B	A	A	B	B	B	A	A	A	A	A	B	B	B	A	A	B	B	A	A	B	B	B	A	A	B	B	A	A	B	B	B	A	A	B	B	A	A	A	A	A	B	A	A	B	A	B	B	B	A	A	B	A	B	A	A	A	B	A	A	B	A	B	B	A	A	A	B	A	B	A	B	B	B	A	B	A	B	B	A	A	B	B
At1g32520-4	A	A	A	A	B	A	B	B	A	B	B	A	A	B	B	B	A	B	A	B	B	A	B	A	A	A	A	B	A	A	A	B	B	B	B	B	B	A	B	B	B	B	B	B	A	B	B	A	B	A	A	B	A	B	A	B	A	A	A	A	A	A	B	A	B	B	A	B	B	B	A	A	B	B	B	A	A	A	A	A	B	B	B	A	A	B	B	A	A	B	B	B	A	A	B	B	A	A	B	B	B	A	A	B	B	A	A	A	A	A	B	A	A	B	B	B	B	B	A	A	B	A	B	A	A	A	B	A	A	B	A	B	B	A	A	A	B	A	B	A	B	B	B	A	B	A	B	B	A	A	B	B
At1g32920-5	A	A	A	A	B	A	B	B	A	B	B	A	A	B	B	B	A	B	A	B	B	A	B	A	A	A	A	B	A	A	A	B	B	B	B	B	B	A	B	B	B	B	B	B	A	B	B	A	B	A	A	B	A	B	A	B	A	A	A	A	A	A	B	A	B	B	A	B	B	B	A	A	B	A	B	A	A	A	A	A	B	B	B	A	A	B	B	A	A	B	B	B	A	A	B	B	A	A	B	B	B	A	A	B	B	A	A	A	A	A	B	A	A	B	B	B	B	B	A	A	B	A	B	A	A	A	B	A	A	B	A	B	A	A	A	A	B	A	B	A	B	B	B	A	B	A	B	B	A	A	B	B
At1g33110-7	A	A	A	A	B	A	B	B	A	B	B	A	A	B	B	B	A	-	A	B	B	A	B	A	A	A	A	B	A	A	A	B	B	B	B	B	B	A	B	B	B	B	B	B	A	B	B	A	B	A	A	B	A	B	A	B	A	A	A	A	A	A	B	A	B	B	A	B	B	B	A	A	B	A	B	A	A	A	A	A	B	B	B	A	A	B	B	A	A	B	B	B	A	A	B	B	A	A	B	B	B	A	A	B	B	A	A	A	A	A	B	A	A	B	A	B	B	B	A	A	B	A	B	A	A	A	B	A	A	B	A	B	A	A	A	A	B	A	B	A	B	B	B	A	B	A	B	B	A	A	B	B
At1g33290-6	A	A	A	A	B	A	B	B	A	B	B	A	A	B	B	B	A	-	A	B	B	A	B	A	A	A	A	B	A	A	A	B	B	B	B	B	B	A	B	B	B	B	B	B	A	B	B	A	B	A	A	B	A	B	A	B	A	A	A	A	A	A	B	A	B	B	A	B	B	B	A	A	B	A	B	A	A	A	A	A	B	B	B	A	A	B	B	A	A	B	B	B	A	A	B	B	A	A	B	B	B	A	A	B	B	A	A	A	A	A	B	A	A	B	A	B	B	B	A	A	B	A	B	A	A	A	B	A	A	B	A	B	A	A	A	A	B	A	B	A	B	B	B	A	B	A	B	B	A	A	B	B
At1g33590-5	A	A	A	A	B	A	B	B	A	B	B	A	A	A	B	B	A	B	A	B	B	A	B	A	A	A	A	B	A	A	A	B	B	B	B	B	B	A	B	B	B	B	B	B	A	B	B	A	B	A	A	B	A	B	A	B	A	A	A	A	A	A	B	A	B	B	A	B	B	B	A	A	B	A	B	A	A	A	A	A	B	B	B	A	A	B	B	A	A	B	B	B	A	A	B	B	A	A	B	B	B	A	A	B	B	A	A	A	A	A	B	A	A	B	B	B	B	B	A	A	B	A	B	A	A	A	B	A	A	B	A	B	A	A	A	A	B	A	B	A	B	B	B	A	B	A	B	B	A	A	B	B
At1g33970-11	A	A	A	A	B	A	B	B	A	B	B	A	A	A	B	B	A	-	A	B	B	A	B	A	A	A	A	B	A	A	A	B	B	B	B	B	B	A	B	B	B	B	B	B	A	B	B	A	B	A	A	B	A	B	A	B	A	A	A	A	A	A	B	A	B	B	A	B	B	B	A	A	B	A	B	A	A	A	A	A	B	B	B	A	A	B	B	A	A	B	B	B	A	A	B	B	A	A	B	B	B	A	A	B	B	A	A	A	A	A	B	A	A	B	A	B	B	B	A	A	B	A	B	A	A	A	A	A	A	B	A	B	A	A	A	A	B	A	B	A	B	B	B	A	B	A	B	B	A	A	B	B
At1g33990-5	A	A	A	A	B	A	B	B	A	B	B	A	A	A	B	B	A	B	A	B	B	A	B	A	A	A	A	B	A	A	A	B	B	B	B	B	B	A	B	B	B	B	B	B	A	B	B	A	B	A	A	B	A	B	A	B	A	A	A	A	A	A	B	A	B	B	A	B	B	B	A	A	B	A	B	A	A	A	A	A	B	B	B	A	A	B	B	A	A	B	B	B	A	A	B	B	A	A	B	B	B	A	A	B	B	A	A	A	A	A	B	A	A	B	B	B	B	B	A	A	B	A	B	A	A	A	A	A	A	B	A	B	A	A	A	A	B	A	B	A	B	B	B	A	B	A	B	B	A	A	B	B
At1g34030-4	A	A	A	A	B	A	B	B	A	B	B	A	A	A	B	B	A	-	A	B	B	A	B	A	A	A	A	B	A	A	A	B	B	B	B	B	B	A	B	B	B	B	B	B	A	B	B	A	B	A	A	B	A	B	A	B	A	A	A	A	A	A	B	A	B	B	A	B	B	B	A	A	B	A	B	A	A	A	A	A	B	B	B	A	A	B	B	A	A	B	B	B	A	A	B	B	A	A	B	B	B	A	A	B	B	A	A	A	A	A	B	A	A	B	A	B	B	B	A	A	B	A	B	A	A	A	A	A	A	B	A	B	A	A	A	A	B	A	B	A	B	B	B	A	B	A	B	B	A	A	B	B
At1g34780-9	A	A	A	A	B	A	B	B	A	B	B	A	A	A	B	B	A	B	A	B	B	A	B	A	A	A	A	B	A	A	A	B	B	B	B	B	B	A	B	B	B	B	B	B	A	B	B	A	B	A	A	B	A	B	A	B	A	A	B	A	A	A	B	A	B	B	A	B	B	B	A	A	B	A	B	A	A	A	A	A	B	B	B	A	A	B	B	A	A	B	B	B	A	A	B	B	A	A	B	B	B	A	A	B	B	A	A	A	B	A	B	A	A	B	B	B	B	B	B	A	B	A	B	A	A	A	A	B	A	B	A	B	A	A	A	A	B	A	B	A	B	B	B	A	B	A	B	B	A	A	B	B
At1g35420-6	A	A	A	A	B	A	B	B	A	B	A	A	A	A	B	B	A	B	A	-	B	A	B	A	A	A	A	B	A	A	A	B	B	B	B	B	B	A	B	B	B	B	B	B	A	B	B	A	B	A	A	B	A	B	A	B	A	A	B	A	A	A	B	A	B	B	A	B	B	B	A	A	B	A	B	-	A	A	A	A	B	B	B	A	A	B	B	A	A	B	B	B	A	A	B	B	A	A	B	B	B	A	A	B	B	A	A	A	B	A	B	A	A	B	B	B	B	A	A	A	B	B	B	A	A	A	A	B	A	B	A	B	A	A	A	A	B	A	B	A	B	B	B	A	B	A	B	B	A	A	B	B
At1g35680-7	A	A	A	A	B	A	B	B	A	B	A	A	A	A	B	B	A	B	A	B	B	A	B	A	A	A	A	B	A	A	A	B	B	B	B	A	B	A	B	B	B	B	B	B	B	B	B	A	B	A	A	B	A	B	A	B	A	A	B	A	A	A	B	A	B	B	A	B	B	B	A	A	B	A	B	A	A	A	A	A	B	B	B	A	A	B	B	A	A	B	B	B	A	A	B	B	A	A	B	B	B	A	A	B	B	A	A	A	B	A	B	A	A	B	B	B	B	A	A	A	B	B	B	A	A	A	A	B	A	B	A	B	A	A	A	A	B	A	B	A	B	B	B	A	B	A	B	B	A	A	B	B
At1g36050-11	A	A	A	A	B	A	A	B	A	B	A	A	A	A	B	B	A	B	A	B	B	A	B	A	A	A	A	B	A	A	A	B	B	B	B	A	A	A	B	B	B	B	B	B	B	B	B	A	B	A	A	B	A	B	A	B	A	A	B	A	A	A	B	A	B	B	A	A	B	B	A	A	B	A	B	A	A	A	A	A	B	B	B	B	A	B	B	A	A	B	B	B	A	A	B	B	A	A	B	B	B	A	A	B	B	A	A	A	B	A	B	A	A	B	B	B	B	A	A	A	B	B	B	A	A	A	A	B	A	B	A	B	A	A	A	A	B	A	B	A	B	B	B	B	B	A	B	B	A	A	B	B
At1g37130-2	A	A	A	A	B	A	A	B	A	B	A	A	A	A	B	B	A	B	A	B	B	A	B	A	A	A	A	B	A	A	A	B	B	B	B	A	A	A	B	B	B	B	B	B	B	B	B	A	B	A	B	B	A	B	A	B	A	A	B	A	A	A	B	A	B	B	A	A	B	B	A	A	B	A	B	A	A	A	A	A	B	B	B	B	A	B	B	A	A	B	B	B	A	A	B	B	A	A	B	B	B	A	A	B	B	A	A	A	B	A	B	A	A	B	B	B	B	A	A	A	B	B	B	A	A	A	A	B	A	B	A	B	A	A	A	A	B	A	B	A	B	B	B	B	B	A	B	B	A	A	B	B
T27K12	A	A	A	A	B	A	A	B	A	B	A	A	A	B	B	B	A	B	-	B	B	A	B	A	A	A	A	B	A	A	A	B	B	B	-	A	A	A	B	B	B	B	B	B	B	B	B	A	B	A	B	B	A	B	A	B	A	A	B	A	A	A	B	A	B	B	A	A	B	B	A	A	B	A	B	A	A	A	A	A	B	B	B	B	A	B	B	A	A	B	B	B	-	A	B	B	A	A	B	B	B	A	A	B	B	A	A	A	B	A	B	-	A	B	B	B	B	A	A	A	B	B	B	A	A	A	A	B	A	B	A	B	A	A	A	A	B	A	B	A	B	B	B	B	B	A	B	-	A	A	B	B
